	Paralogs
3487	XP_006008687.1
3488	XP_006008690.1
3489	XP_006008697.2
3490	XP_006008710.1
3491	XP_006008730.1
3492	XP_006008731.1
3493	XP_006008736.1
3494	XP_006008740.1
3495	XP_006008741.1
3496	XP_006008745.1
3497	XP_006008747.1
3498	XP_006008752.1
3499	XP_006008755.1
3500	XP_006008767.1
3501	XP_006008770.2
3502	XP_006008774.1
3503	XP_006008776.1
3504	XP_006008784.1
3505	XP_006008786.1
3506	XP_006008813.1
3507	XP_006008827.1
3508	XP_006008828.2
3509	XP_006008829.1
3510	XP_006008848.1
3511	XP_006008849.1
3512	XP_006008853.2
3513	XP_006008864.1
3514	XP_006008875.1
3515	XP_006008878.1
3516	XP_006008892.1
3517	XP_006008896.1
3518	XP_006008899.1
3519	XP_006008901.1
3520	XP_006008904.1
3521	XP_006008918.1
3522	XP_006008920.1
3523	XP_006008926.1
3524	XP_006008929.1
3525	XP_006008963.1
3526	XP_006008965.1
3527	XP_006008968.1
3528	XP_006008971.1
3529	XP_006008996.2
3530	XP_006009006.2
3531	XP_006009010.1
3532	XP_006009023.1
3533	XP_006009037.1
3534	XP_006009040.1
3535	XP_006009042.1
3536	XP_006009043.1
3537	XP_006009044.1
3538	XP_006009046.1
3539	XP_006009070.1
3540	XP_006009080.2
3541	XP_006009083.1
3542	XP_006009103.1
3543	XP_006009113.1
3544	XP_006009124.1
3545	XP_006009162.1
3546	XP_006009172.1
3547	XP_006009177.1
3548	XP_006009185.1
3549	XP_006009188.1
3550	XP_006009205.1
3551	XP_006009206.1
3552	XP_006009212.1
3553	XP_006009221.1
3554	XP_006009222.1
3555	XP_006009233.1
3556	XP_006009235.1
3557	XP_006009237.1
3558	XP_006009245.1
3559	XP_006009249.1
3560	XP_006009251.1
3561	XP_006009256.1
3562	XP_006009263.1
3563	XP_006009265.1
3564	XP_006009269.1
3565	XP_006009274.1
3566	XP_006009279.1
3567	XP_006009292.1
3568	XP_006009294.1
3569	XP_006009299.1
3570	XP_006009303.1
3571	XP_006009307.1
3572	XP_006009310.1
3573	XP_006009318.1
3574	XP_006009320.1
3575	XP_006009342.2
3576	XP_006009346.1
3577	XP_006009365.2
3578	XP_006009371.1
3579	XP_006009381.1
3580	XP_006009383.1
3581	XP_006009393.1
3582	XP_006009400.1
3583	XP_006009411.2
3584	XP_006009443.1
3585	XP_006009449.1
3586	XP_006009457.1
3587	XP_006009479.1
3588	XP_006009485.1
3589	XP_006009486.1
3590	XP_006009487.1
3591	XP_006009504.1
3592	XP_006009513.1
3593	XP_006009532.1
3594	XP_006009539.2
3595	XP_006009545.2
3596	XP_006009551.1
3597	XP_006009569.1
3598	XP_006009570.1
3599	XP_006009572.2
3600	XP_006009578.1
3601	XP_006009587.1
3602	XP_006009598.2
3603	XP_006009602.1
3604	XP_006009607.1
3605	XP_006009641.1
3606	XP_006009642.1
3607	XP_006009646.1
3608	XP_006009652.1
3609	XP_006009654.1
3610	XP_006009663.1
3611	XP_006009669.1
3612	XP_006009674.1
3613	XP_006009687.1
3614	XP_006009701.1
3615	XP_006009719.1
3616	XP_006009732.1
3617	XP_006009735.2
3618	XP_006009740.1
3619	XP_006009741.1
3620	XP_006009744.1
3621	XP_006009767.1
3622	XP_006009775.1
3623	XP_006009784.1
3624	XP_006009795.1
3625	XP_006009797.1
3626	XP_006009801.2
3627	XP_006009805.2
3628	XP_006009806.2
3629	XP_006009816.2
3630	XP_006009820.1
3631	XP_006009824.1
3632	XP_006009843.1
3633	XP_006009846.1
3634	XP_006009851.1
3635	XP_006009853.1
3636	XP_006009854.1
3637	XP_006009865.1
3638	XP_006009866.1
3639	XP_006009878.1
3640	XP_006009891.1
3641	XP_006009920.1
3642	XP_006009923.1
3643	XP_006009936.2
3644	XP_006009939.1
3645	XP_006009940.1
3646	XP_006009942.1
3647	XP_006009950.1
3648	XP_006009959.1
3649	XP_006009973.1
3650	XP_006009974.1
3651	XP_006009976.1
3652	XP_006009977.1
3653	XP_006009982.1
3654	XP_006009988.1
3655	XP_006009991.1
3656	XP_006010005.1
3657	XP_006010021.1
3658	XP_006010032.1
3659	XP_006010047.1
3660	XP_006010052.1
3661	XP_006010055.2
3662	XP_006010077.1
3663	XP_006010078.2
3664	XP_006010088.1
3665	XP_006010089.1
3666	XP_006010090.1
3667	XP_006010095.1
3668	XP_006010102.1
3669	XP_006010105.1
3670	XP_006010107.1
3671	XP_006010114.1
3672	XP_006010135.1
3673	XP_006010136.1
3674	XP_006010139.1
3675	XP_006010140.1
3676	XP_006010155.1
3677	XP_006010156.1
3678	XP_006010158.1
3679	XP_006010164.1
3680	XP_006010208.1
3681	XP_006010209.1
3682	XP_006010216.1
3683	XP_006010221.1
3684	XP_006010228.1
3685	XP_006010232.1
3686	XP_006010240.1
3687	XP_006010258.1
3688	XP_006010269.2
3689	XP_006010278.1
3690	XP_006010283.1
3691	XP_006010284.1
3692	XP_006010287.1
3693	XP_006010288.1
3694	XP_006010289.1
3695	XP_006010293.2
3696	XP_006010307.1
3697	XP_006010323.1
3698	XP_006010325.1
3699	XP_006010327.1
3700	XP_006010329.1
3701	XP_006010344.2
3702	XP_006010346.1
3703	XP_006010348.1
3704	XP_006010353.1
3705	XP_006010358.1
3706	XP_006010363.1
3707	XP_006010374.1
3708	XP_006010376.1
3709	XP_006010378.1
3710	XP_006010379.1
3711	XP_006010385.1
3712	XP_006010387.1
3713	XP_006010395.1
3714	XP_006010411.1
3715	XP_006010418.1
3716	XP_006010426.1
3717	XP_006010428.1
3718	XP_006010440.1
3719	XP_006010451.1
3720	XP_006010453.1
3721	XP_006010469.1
3722	XP_006010477.1
3723	XP_006010488.1
3724	XP_006010494.1
3725	XP_006010498.1
3726	XP_006010499.1
3727	XP_006010504.2
3728	XP_006010508.1
3729	XP_006010526.1
3730	XP_006010546.1
3731	XP_006010552.1
3732	XP_006010555.1
3733	XP_006010558.1
3734	XP_006010559.1
3735	XP_006010560.1
3736	XP_006010565.1
3737	XP_006010572.1
3738	XP_006010582.1
3739	XP_006010597.1
3740	XP_006010609.1
3741	XP_006010610.1
3742	XP_006010623.1
3743	XP_006010627.1
3744	XP_006010628.1
3745	XP_006010647.1
3746	XP_006010665.1
3747	XP_006010676.1
3748	XP_006010684.1
3749	XP_006010686.1
3750	XP_006010707.1
3751	XP_006010711.1
3752	XP_006010727.1
3753	XP_006010737.1
3754	XP_006010738.1
3755	XP_006010745.1
3756	XP_006010754.1
3757	XP_006010755.1
3758	XP_006010757.1
3759	XP_006010759.1
3760	XP_006010763.1
3761	XP_006010767.1
3762	XP_006010768.1
3763	XP_006010770.1
3764	XP_006010773.1
3765	XP_006010784.1
3766	XP_006010813.1
3767	XP_006010814.2
3768	XP_006010838.2
3769	XP_006010843.1
3770	XP_006010867.1
3771	XP_006010871.1
3772	XP_006010883.1
3773	XP_006010892.2
3774	XP_006010894.1
3775	XP_006010899.1
3776	XP_006010903.2
3777	XP_006010919.1
3778	XP_006010934.1
3779	XP_006010935.1
3780	XP_006010942.1
3781	XP_006010956.1
3782	XP_006010962.2
3783	XP_006010973.1
3784	XP_006010989.1
3785	XP_006010991.1
3786	XP_006010992.1
3787	XP_006010995.1
3788	XP_006010997.1
3789	XP_006010999.1
3790	XP_006011001.1
3791	XP_006011004.1
3792	XP_006011006.1
3793	XP_006011014.1
3794	XP_006011016.1
3795	XP_006011017.1
3796	XP_006011026.1
3797	XP_006011029.1
3798	XP_006011030.2
3799	XP_006011033.1
3800	XP_006011044.2
3801	XP_006011052.1
3802	XP_006011060.1
3803	XP_006011064.1
3804	XP_006011084.1
3805	XP_006011087.1
3806	XP_006011091.1
3807	XP_006011100.1
3808	XP_006011109.1
3809	XP_006011145.1
3810	XP_006011154.1
3811	XP_006011184.1
3812	XP_006011200.1
3813	XP_006011212.1
3814	XP_006011233.1
3815	XP_006011236.1
3816	XP_006011242.1
3817	XP_006011243.2
3818	XP_006011250.2
3819	XP_006011259.1
3820	XP_006011261.1
3821	XP_006011273.1
3822	XP_006011279.1
3823	XP_006011285.1
3824	XP_006011288.1
3825	XP_006011290.1
3826	XP_006011291.1
3827	XP_006011318.1
3828	XP_006011330.1
3829	XP_006011352.2
3830	XP_006011355.1
3831	XP_006011358.1
3832	XP_006011359.1
3833	XP_006011360.1
3834	XP_006011362.2
3835	XP_006011383.1
3836	XP_006011395.2
3837	XP_006011409.1
3838	XP_006011410.1
3839	XP_006011415.1
3840	XP_006011421.1
3841	XP_006011426.1
3842	XP_006011435.1
3843	XP_006011442.1
3844	XP_006011460.1
3845	XP_006011461.2
3846	XP_006011463.1
3847	XP_006011475.1
3848	XP_006011476.1
3849	XP_006011478.1
3850	XP_006011479.1
3851	XP_006011480.1
3852	XP_006011492.1
3853	XP_006011493.1
3854	XP_006011497.1
3855	XP_006011500.1
3856	XP_006011532.1
3857	XP_006011544.1
3858	XP_006011549.1
3859	XP_006011552.1
3860	XP_006011557.1
3861	XP_006011567.1
3862	XP_006011577.1
3863	XP_006011586.1
3864	XP_006011603.1
3865	XP_006011616.1
3866	XP_006011617.1
3867	XP_006011626.1
3868	XP_006011631.1
3869	XP_006011639.1
3870	XP_006011647.1
3871	XP_006011650.1
3872	XP_006011655.1
3873	XP_006011665.1
3874	XP_006011666.1
3875	XP_006011667.1
3876	XP_006011682.1
3877	XP_006011683.1
3878	XP_006011684.1
3879	XP_006011686.1
3880	XP_006011687.1
3881	XP_006011691.1
3882	XP_006011698.1
3883	XP_006011703.2
3884	XP_006011713.1
3885	XP_006011726.1
3886	XP_006011730.2
3887	XP_006011733.1
3888	XP_006011735.1
3889	XP_006011742.1
3890	XP_006011746.1
3891	XP_006011763.1
3892	XP_006011777.1
3893	XP_006011785.1
3894	XP_006011794.1
3895	XP_006011810.2
3896	XP_006011824.1
3897	XP_006011825.2
3898	XP_006011826.2
3899	XP_006011828.1
3900	XP_006011836.1
3901	XP_006011846.1
3902	XP_006011858.1
3903	XP_006011864.1
3904	XP_006011869.1
3905	XP_006011905.1
3906	XP_006011932.1
3907	XP_006011935.1
3908	XP_006011939.1
3909	XP_006011959.1
3910	XP_006011986.2
3911	XP_006012012.1
3912	XP_006012014.1
3913	XP_006012018.1
3914	XP_006012039.1
3915	XP_006012050.2
3916	XP_006012054.1
3917	XP_006012058.1
3918	XP_006012064.1
3919	XP_006012087.1
3920	XP_006012150.1
3921	XP_006012158.2
3922	XP_006012165.1
3923	XP_006012173.1
3924	XP_006012181.1
3925	XP_006012186.1
3926	XP_006012207.1
3927	XP_006012216.1
3928	XP_006012232.1
3929	XP_006012249.1
3930	XP_006012284.2
3931	XP_006012291.1
3932	XP_006012292.1
3933	XP_006012304.1
3934	XP_006012309.1
3935	XP_006012337.2
3936	XP_006012342.2
3937	XP_006012344.1
3938	XP_006012347.1
3939	XP_006012349.1
3940	XP_006012371.1
3941	XP_006012374.1
3942	XP_006012388.1
3943	XP_006012405.1
3944	XP_006012411.1
3945	XP_006012413.2
3946	XP_006012440.1
3947	XP_006012453.1
3948	XP_006012456.1
3949	XP_006012465.1
3950	XP_006012491.1
3951	XP_006012497.1
3952	XP_006012503.1
3953	XP_006012508.1
3954	XP_006012513.1
3955	XP_006012518.1
3956	XP_006012534.1
3957	XP_006012557.1
3958	XP_006012560.1
3959	XP_006012576.1
3960	XP_006012580.1
3961	XP_006012587.1
3962	XP_006012592.2
3963	XP_006012610.1
3964	XP_006012611.1
3965	XP_006012612.1
3966	XP_006012628.1
3967	XP_006012635.1
3968	XP_006012649.1
3969	XP_006012670.1
3970	XP_006012686.2
3971	XP_006012704.1
3972	XP_006012706.1
3973	XP_006012723.1
3974	XP_006012739.2
3975	XP_006012760.1
3976	XP_006012762.1
3977	XP_006012766.1
3978	XP_006012775.1
3979	XP_006012787.1
3980	XP_006012796.1
3981	XP_006012803.1
3982	XP_006012827.1
3983	XP_006012834.1
3984	XP_006012838.1
3985	XP_006012842.1
3986	XP_006012844.1
3987	XP_006012850.1
3988	XP_006012863.1
3989	XP_006012864.1
3990	XP_006012879.2
3991	XP_006012896.1
3992	XP_006012897.1
3993	XP_006012908.1
3994	XP_006012911.1
3995	XP_006012912.1
3996	XP_006012924.1
3997	XP_006012925.1
3998	XP_006012943.2
3999	XP_006012952.2
4000	XP_006012955.1
4001	XP_006012963.1
4002	XP_006012971.1
4003	XP_006012995.1
4004	XP_006013002.1
4005	XP_006013024.1
4006	XP_006013047.1
4007	XP_006013062.2
4008	XP_006013069.1
4009	XP_006013093.1
4010	XP_006013102.2
4011	XP_006013104.1
4012	XP_006013121.1
4013	XP_006013123.1
4014	XP_006013127.1
4015	XP_006013132.1
4016	XP_006013137.1
4017	XP_006013142.1
4018	XP_006013159.1
4019	XP_006013160.1
4020	XP_006013172.1
4021	XP_006013179.2
4022	XP_006013191.1
4023	XP_006013215.1
4024	XP_006013216.1
4025	XP_006013223.1
4026	XP_006013236.1
4027	XP_006013246.1
4028	XP_006013254.1
4029	XP_006013256.1
4030	XP_006013259.1
4031	XP_006013266.1
4032	XP_006013271.1
4033	XP_006013272.2
4034	XP_006013277.1
4035	XP_006013278.1
4036	XP_006013295.2
4037	XP_006013310.1
4038	XP_006013312.1
4039	XP_006013313.1
4040	XP_006013320.1
4041	XP_006013349.1
4042	XP_006013354.1
4043	XP_006013358.1
4044	XP_006013362.1
4045	XP_006013369.1
4046	XP_006013372.1
4047	XP_006013376.1
4048	XP_006013382.1
4049	XP_006013400.1
4050	XP_006013404.1
4051	XP_006013407.2
4052	XP_006013411.1
4053	XP_006013414.2
4054	XP_006013422.1
4055	XP_006013429.1
4056	XP_006013443.1
4057	XP_006013445.1
4058	XP_006013449.1
4059	XP_006013451.1
4060	XP_006013452.1
4061	XP_006013455.1
4062	XP_006013500.2
4063	XP_006013501.2
4064	XP_006013505.1
4065	XP_006013518.1
4066	XP_006013519.1
4067	XP_006013525.1
4068	XP_006013551.2
4069	XP_006013561.1
4070	XP_006013567.1
4071	XP_006013588.1
4072	XP_006013593.1
4073	XP_006013595.1
4074	XP_006013625.1
4075	XP_006013633.1
4076	XP_006013641.1
4077	XP_006013642.1
4078	XP_006013662.1
4079	XP_006013663.1
4080	XP_006013664.1
4081	XP_006013668.1
4082	XP_006013685.1
4083	XP_006013693.1
4084	XP_006013705.1
4085	XP_006013712.2
4086	XP_006013725.2
4087	XP_006013733.1
4088	XP_006013741.1
4089	XP_006013751.1
4090	XP_006013771.1
4091	XP_006013775.1
4092	XP_006013776.1
4093	XP_006013778.1
4094	XP_006013792.1
4095	XP_006013794.2
4096	XP_006013797.2
4097	XP_006013817.1
4098	XP_006013826.2
4099	XP_006013831.1
4100	XP_006013834.1
4101	XP_006013842.1
4102	XP_006013856.2
4103	XP_006013866.2
4104	XP_006013870.2
4105	XP_006013874.1
4106	XP_006013876.1
4107	XP_006013904.1
4108	XP_006013908.2
4109	XP_006013910.1
4110	XP_006013923.2
4111	XP_006013930.2
4112	XP_006013949.1
4113	XP_006013952.1
4114	XP_006013956.1
4115	XP_006013957.1
4116	XP_006013972.1
4117	XP_006014007.1
4118	XP_006014023.1
4119	XP_006014034.2
4120	XP_006014051.2
4121	XP_006014060.2
4122	XP_006014062.1
4123	XP_006014076.1
4124	XP_006014087.2
4125	XP_006014113.1
4126	XP_006014122.1
4127	XP_006014126.1
4128	XP_006014144.1
4129	XP_006014148.1
4130	XP_006014151.1
4131	XP_006014153.2
4132	XP_006014155.1
4133	XP_006014218.1
4134	XP_006014223.2
4135	XP_006014257.1
4136	XP_006014294.2
4137	XP_006014310.1
4138	XP_006014327.2
4139	XP_006014356.2
4140	XP_006014386.1
4141	XP_006014390.1
4142	XP_006014393.2
4143	XP_006014421.2
4144	XP_006014422.1
4145	XP_006014424.1
4146	XP_006014449.2
4147	XP_006014453.1
4148	XP_006014494.1
4149	XP_006014498.1
4150	XP_006014516.1
4151	XP_006014527.1
4152	XP_006014555.1
4153	XP_006014590.1
4154	XP_006014595.1
4155	XP_006014609.1
4156	XP_006014613.1
4157	XP_006014640.2
4158	XP_006014655.1
4159	XP_006014664.2
4160	XP_006014674.2
4161	XP_006014699.2
4162	XP_014339264.1
4163	XP_014339273.1
4164	XP_014339279.1
4165	XP_014339296.1
4166	XP_014339299.1
4167	XP_014339304.1
4168	XP_014339308.1
4169	XP_014339311.1
4170	XP_014339312.1
4171	XP_014339313.1
4172	XP_014339317.1
4173	XP_014339325.1
4174	XP_014339327.1
4175	XP_014339353.1
4176	XP_014339361.1
4177	XP_014339409.1
4178	XP_014339410.1
4179	XP_014339416.1
4180	XP_014339420.1
4181	XP_014339427.1
4182	XP_014339435.1
4183	XP_014339461.1
4184	XP_014339464.1
4185	XP_014339466.1
4186	XP_014339484.1
4187	XP_014339498.1
4188	XP_014339500.1
4189	XP_014339506.1
4190	XP_014339511.1
4191	XP_014339514.1
4192	XP_014339517.1
4193	XP_014339535.1
4194	XP_014339545.1
4195	XP_014339546.1
4196	XP_014339569.1
4197	XP_014339578.1
4198	XP_014339599.1
4199	XP_014339601.1
4200	XP_014339604.1
4201	XP_014339610.1
4202	XP_014339615.1
4203	XP_014339622.1
4204	XP_014339635.1
4205	XP_014339639.1
4206	XP_014339640.1
4207	XP_014339656.1
4208	XP_014339673.1
4209	XP_014339681.1
4210	XP_014339687.1
4211	XP_014339698.1
4212	XP_014339704.1
4213	XP_014339710.1
4214	XP_014339721.1
4215	XP_014339726.1
4216	XP_014339728.1
4217	XP_014339729.1
4218	XP_014339734.1
4219	XP_014339748.1
4220	XP_014339799.1
4221	XP_014339821.1
4222	XP_014339844.1
4223	XP_014339885.1
4224	XP_014339907.1
4225	XP_014339914.1
4226	XP_014339948.1
4227	XP_014339963.1
4228	XP_014339964.1
4229	XP_014339965.1
4230	XP_014339983.1
4231	XP_014339989.1
4232	XP_014339993.1
4233	XP_014340007.1
4234	XP_014340010.1
4235	XP_014340013.1
4236	XP_014340016.1
4237	XP_014340022.1
4238	XP_014340035.1
4239	XP_014340037.1
4240	XP_014340038.1
4241	XP_014340039.1
4242	XP_014340041.1
4243	XP_014340051.1
4244	XP_014340062.1
4245	XP_014340065.1
4246	XP_014340066.1
4247	XP_014340070.1
4248	XP_014340077.1
4249	XP_014340080.1
4250	XP_014340089.1
4251	XP_014340096.1
4252	XP_014340099.1
4253	XP_014340103.1
4254	XP_014340108.1
4255	XP_014340112.1
4256	XP_014340113.1
4257	XP_014340114.1
4258	XP_014340116.1
4259	XP_014340117.1
4260	XP_014340130.1
4261	XP_014340136.1
4262	XP_014340140.1
4263	XP_014340157.1
4264	XP_014340162.1
4265	XP_014340169.1
4266	XP_014340182.1
4267	XP_014340185.1
4268	XP_014340189.1
4269	XP_014340207.1
4270	XP_014340209.1
4271	XP_014340212.1
4272	XP_014340213.1
4273	XP_014340214.1
4274	XP_014340215.1
4275	XP_014340221.1
4276	XP_014340225.1
4277	XP_014340226.1
4278	XP_014340229.1
4279	XP_014340236.1
4280	XP_014340252.1
4281	XP_014340262.1
4282	XP_014340274.1
4283	XP_014340279.1
4284	XP_014340287.1
4285	XP_014340290.1
4286	XP_014340296.1
4287	XP_014340297.1
4288	XP_014340298.1
4289	XP_014340306.1
4290	XP_014340308.1
4291	XP_014340317.1
4292	XP_014340320.1
4293	XP_014340324.1
4294	XP_014340336.1
4295	XP_014340337.1
4296	XP_014340339.1
4297	XP_014340340.1
4298	XP_014340342.1
4299	XP_014340345.1
4300	XP_014340355.1
4301	XP_014340360.1
4302	XP_014340361.1
4303	XP_014340362.1
4304	XP_014340371.1
4305	XP_014340374.1
4306	XP_014340376.1
4307	XP_014340387.1
4308	XP_014340389.1
4309	XP_014340390.1
4310	XP_014340393.1
4311	XP_014340394.1
4312	XP_014340395.1
4313	XP_014340398.1
4314	XP_014340400.1
4315	XP_014340403.1
4316	XP_014340412.1
4317	XP_014340415.1
4318	XP_014340422.1
4319	XP_014340426.1
4320	XP_014340429.1
4321	XP_014340432.1
4322	XP_014340433.1
4323	XP_014340452.1
4324	XP_014340464.1
4325	XP_014340467.1
4326	XP_014340482.1
4327	XP_014340485.1
4328	XP_014340492.1
4329	XP_014340493.1
4330	XP_014340504.1
4331	XP_014340505.1
4332	XP_014340506.1
4333	XP_014340507.1
4334	XP_014340510.1
4335	XP_014340517.1
4336	XP_014340521.1
4337	XP_014340526.1
4338	XP_014340531.1
4339	XP_014340533.1
4340	XP_014340535.1
4341	XP_014340538.1
4342	XP_014340540.1
4343	XP_014340545.1
4344	XP_014340548.1
4345	XP_014340556.1
4346	XP_014340566.1
4347	XP_014340568.1
4348	XP_014340569.1
4349	XP_014340575.1
4350	XP_014340582.1
4351	XP_014340583.1
4352	XP_014340585.1
4353	XP_014340587.1
4354	XP_014340591.1
4355	XP_014340592.1
4356	XP_014340612.1
4357	XP_014340622.1
4358	XP_014340623.1
4359	XP_014340624.1
4360	XP_014340625.1
4361	XP_014340627.1
4362	XP_014340631.1
4363	XP_014340639.1
4364	XP_014340643.1
4365	XP_014340649.1
4366	XP_014340653.1
4367	XP_014340658.1
4368	XP_014340664.1
4369	XP_014340679.1
4370	XP_014340680.1
4371	XP_014340687.1
4372	XP_014340706.1
4373	XP_014340711.1
4374	XP_014340751.1
4375	XP_014340753.1
4376	XP_014340757.1
4377	XP_014340759.1
4378	XP_014340766.1
4379	XP_014340770.1
4380	XP_014340785.1
4381	XP_014340787.1
4382	XP_014340790.1
4383	XP_014340799.1
4384	XP_014340810.1
4385	XP_014340813.1
4386	XP_014340826.1
4387	XP_014340829.1
4388	XP_014340831.1
4389	XP_014340832.1
4390	XP_014340833.1
4391	XP_014340838.1
4392	XP_014340844.1
4393	XP_014340845.1
4394	XP_014340846.1
4395	XP_014340847.1
4396	XP_014340848.1
4397	XP_014340851.1
4398	XP_014340852.1
4399	XP_014340855.1
4400	XP_014340857.1
4401	XP_014340862.1
4402	XP_014340867.1
4403	XP_014340873.1
4404	XP_014340876.1
4405	XP_014340902.1
4406	XP_014340908.1
4407	XP_014340911.1
4408	XP_014340917.1
4409	XP_014340919.1
4410	XP_014340921.1
4411	XP_014340923.1
4412	XP_014340928.1
4413	XP_014340930.1
4414	XP_014340934.1
4415	XP_014340937.1
4416	XP_014340939.1
4417	XP_014340947.1
4418	XP_014340950.1
4419	XP_014340952.1
4420	XP_014340959.1
4421	XP_014340967.1
4422	XP_014340968.1
4423	XP_014340981.1
4424	XP_014340984.1
4425	XP_014340985.1
4426	XP_014340989.1
4427	XP_014340991.1
4428	XP_014340995.1
4429	XP_014341016.1
4430	XP_014341018.1
4431	XP_014341024.1
4432	XP_014341031.1
4433	XP_014341041.1
4434	XP_014341043.1
4435	XP_014341054.1
4436	XP_014341064.1
4437	XP_014341068.1
4438	XP_014341069.1
4439	XP_014341075.1
4440	XP_014341077.1
4441	XP_014341082.1
4442	XP_014341099.1
4443	XP_014341129.1
4444	XP_014341131.1
4445	XP_014341136.1
4446	XP_014341139.1
4447	XP_014341141.1
4448	XP_014341142.1
4449	XP_014341145.1
4450	XP_014341149.1
4451	XP_014341150.1
4452	XP_014341155.1
4453	XP_014341156.1
4454	XP_014341157.1
4455	XP_014341161.1
4456	XP_014341163.1
4457	XP_014341165.1
4458	XP_014341175.1
4459	XP_014341183.1
4460	XP_014341186.1
4461	XP_014341199.1
4462	XP_014341200.1
4463	XP_014341202.1
