	Gene1 (Latimeria)	Score1	Gene2 (Danio)	Score2
3396	XP_005995774.1	860 	NP_956267.1	860 
3397	XP_005995775.1	1018	NP_958481.1	976 
3398	XP_005995776.1	355 	XP_021336223.1	355 
3399	XP_005995777.1	701 	XP_005163514.1	705 
3400	XP_005995778.1	437 	NP_571835.2	437 
3401	XP_005995779.1	733 	NP_001070210.2	733 
3402	XP_005995786.1	1001	NP_001013288.2	1001
3403	XP_005995790.1	256 	NP_999880.1	256 
3404	XP_005995792.1	453 	NP_919391.2	438 
3405	XP_005995793.1	798 	NP_001243154.1	782 
3406	XP_005995794.1	894 	XP_689774.4	920 
3407	XP_005995795.1	475 	NP_571355.2	447 
3408	XP_005995798.1	1064	XP_017207164.1	1064
3409	XP_005995799.1	426 	XP_005158751.1	440 
3410	XP_005995800.1	295 	NP_001177236.2	253 
3411	XP_005995802.1	376 	XP_021334659.1	377 
3412	XP_005995812.1	299 	XP_009294715.2	299 
3413	XP_005995839.1	188 	NP_999914.1	181 
3414	XP_005995840.1	785 	XP_005167533.1	785 
3415	XP_005995841.1	780 	NP_001002196.1	780 
3416	XP_005995842.1	795 	NP_999952.1	799 
3417	XP_005995843.1	1136	XP_002663375.2	1141
3418	XP_005995844.1	256 	XP_021334446.1	271 
3419	XP_005995845.1	330 	NP_001002049.1	330 
3420	XP_005995846.1	421 	NP_956222.1	421 
3421	XP_005995847.1	831 	XP_003199236.1	838 
3422	XP_005995851.2	496 	NP_001035456.2	496 
3423	XP_005995855.1	644 	NP_571038.2	656 
3424	XP_005995859.1	358 	NP_001009887.2	337 
3425	XP_005995863.1	122 	XP_009305915.2	122 
3426	XP_005995864.1	940 	NP_957333.1	977 
3427	XP_005995867.2	612 	XP_017214562.2	612 
3428	XP_005995868.1	419 	XP_002664078.2	433 
3429	XP_005995870.1	3185	NP_001103481.1	3168
3430	XP_005995871.1	447 	NP_859424.1	487 
3431	XP_005995873.1	76.3	XP_017214065.1	72.0
3432	XP_005995874.1	115 	XP_001340685.1	104 
3433	XP_005995877.1	1157	NP_001071024.3	1157
3434	XP_005995878.1	569 	NP_001017872.1	569 
3435	XP_005995879.2	334 	XP_697241.4	250 
3436	XP_005995880.1	273 	NP_956683.1	273 
3437	XP_005995883.1	850 	NP_001071026.1	849 
3438	XP_005995889.1	714 	XP_017210667.1	749 
3439	XP_005995894.1	191 	NP_001006015.1	209 
3440	XP_005995898.2	289 	NP_001070200.1	289 
3441	XP_005995900.1	611 	XP_017210485.1	586 
3442	XP_005995907.1	2085	XP_021332822.1	2070
3443	XP_005995909.1	1491	NP_001007319.1	1476
3444	XP_005995917.1	1016	XP_009300847.1	1014
3445	XP_005995919.1	817 	NP_998142.1	838 
3446	XP_005995923.1	375 	XP_005165788.1	360 
3447	XP_005995926.1	544 	XP_005163833.1	556 
3448	XP_005995928.2	504 	XP_005171094.1	511 
3449	XP_005995930.1	234 	NP_001083047.1	235 
3450	XP_005995932.1	711 	XP_005162763.1	693 
3451	XP_005995937.2	1189	XP_684701.3	1197
3452	XP_005995945.1	434 	NP_001038564.1	434 
3453	XP_005995947.1	589 	NP_001073655.1	587 
3454	XP_005995948.1	241 	NP_957278.1	241 
3455	XP_005995951.1	457 	XP_021324577.1	457 
3456	XP_005995957.1	292 	NP_001092245.1	292 
3457	XP_005995958.1	157 	NP_998065.1	161 
3458	XP_005995959.1	102 	NP_001026843.2	102 
3459	XP_005995970.1	150 	NP_955977.1	172 
3460	XP_005995974.1	48.5	NP_001315186.1	48.5
3461	XP_005995976.1	49.3	XP_017208442.1	50.4
3462	XP_005995978.1	572 	XP_002667789.1	572 
3463	XP_005995983.1	2211	NP_777288.1	2236
3464	XP_005995986.1	238 	NP_001004615.1	253 
3465	XP_005995992.1	485 	NP_955872.1	485 
3466	XP_005995994.1	250 	NP_001005956.1	261 
3467	XP_005995995.1	405 	NP_001002736.1	404 
3468	XP_005995998.1	645 	XP_005172584.1	634 
3469	XP_005996000.1	583 	NP_001032505.2	592 
3470	XP_005996006.1	347 	NP_956861.2	347 
3471	XP_005996009.1	394 	NP_001038231.1	397 
3472	XP_005996011.1	590 	XP_005167758.1	573 
3473	XP_005996013.1	619 	NP_001070188.1	619 
3474	XP_005996020.1	462 	XP_009302473.2	476 
3475	XP_005996022.1	363 	NP_956287.1	363 
3476	XP_005996023.1	684 	NP_001139067.1	684 
3477	XP_005996026.1	287 	NP_956512.1	287 
3478	XP_005996027.1	1417	XP_005157034.1	1420
3479	XP_005996028.1	1420	XP_009305737.1	1421
3480	XP_005996031.1	490 	NP_001004560.1	522 
3481	XP_005996033.1	566 	XP_009305783.1	593 
3482	XP_005996038.1	295 	NP_001108605.1	270 
3483	XP_005996041.1	850 	NP_001018652.1	849 
3484	XP_005996046.1	139 	XP_021336249.1	139 
3485	XP_005996047.1	1184	XP_005169909.1	1184
3486	XP_005996049.1	414 	NP_956564.2	414 
3487	XP_005996056.1	1179	NP_001035481.1	1186
3488	XP_005996058.1	928 	XP_002667408.5	929 
3489	XP_005996062.1	308 	NP_001003982.1	301 
3490	XP_005996066.1	961 	XP_694376.3	961 
3491	XP_005996068.1	136 	NP_001038519.1	136 
3492	XP_005996074.1	837 	XP_009305756.1	836 
3493	XP_005996077.1	801 	XP_005157065.1	800 
3494	XP_005996083.1	538 	NP_957084.1	482 
3495	XP_005996087.1	634 	XP_003200822.1	604 
3496	XP_005996091.1	2055	XP_001343636.1	2037
3497	XP_005996092.1	288 	NP_998320.1	288 
3498	XP_005996097.1	853 	XP_001923490.1	866 
3499	XP_005996098.1	732 	NP_001037819.2	748 
3500	XP_005996099.1	495 	NP_571374.1	494 
3501	XP_005996103.1	554 	NP_001315312.1	580 
3502	XP_005996104.1	473 	NP_571795.1	525 
3503	XP_005996105.1	1203	XP_017207416.1	1245
3504	XP_005996107.2	383 	XP_021322095.1	361 
3505	XP_005996108.1	94.4	NP_571953.1	94.4
3506	XP_005996111.1	516 	XP_005166032.1	513 
3507	XP_005996120.1	329 	XP_009292177.1	354 
3508	XP_005996122.1	316 	NP_001002348.1	342 
3509	XP_005996128.1	850 	XP_002666818.2	845 
3510	XP_005996129.1	570 	NP_001124251.1	543 
3511	XP_005996135.1	125 	NP_001039313.1	121 
3512	XP_005996136.1	414 	NP_001091720.1	415 
3513	XP_005996142.1	99.4	NP_001315069.1	109 
3514	XP_005996146.1	881 	NP_001025293.2	881 
3515	XP_005996147.1	1178	XP_009293957.1	881 
3516	XP_005996149.1	525 	NP_571353.1	532 
3517	XP_005996150.1	833 	XP_005167991.1	929 
3518	XP_005996154.1	1982	XP_698279.6	1955
3519	XP_005996158.1	625 	NP_001122224.1	666 
3520	XP_005996160.1	401 	NP_956589.1	414 
3521	XP_005996170.1	440 	XP_009289581.1	436 
3522	XP_005996172.1	213 	XP_021324912.1	214 
3523	XP_005996175.1	594 	NP_001296196.1	622 
3524	XP_005996180.1	394 	XP_005156584.1	398 
3525	XP_005996193.1	437 	NP_001013352.1	437 
3526	XP_005996198.1	270 	NP_001307044.1	270 
3527	XP_005996199.1	627 	XP_017213153.1	627 
3528	XP_005996204.1	276 	XP_021332434.1	262 
3529	XP_005996207.1	2380	XP_005170857.3	2403
3530	XP_005996208.1	290 	NP_998158.1	290 
3531	XP_005996226.1	263 	NP_001107109.1	262 
3532	XP_005996227.1	465 	NP_991251.1	449 
3533	XP_005996231.1	1277	NP_001029358.1	1294
3534	XP_005996233.1	1265	XP_688865.4	1306
3535	XP_005996237.1	426 	XP_009301614.1	438 
3536	XP_005996244.1	547 	NP_956770.1	569 
3537	XP_005996245.1	1466	NP_001038495.1	1513
3538	XP_005996246.1	488 	XP_021333269.1	465 
3539	XP_005996247.1	551 	XP_684543.3	546 
3540	XP_005996252.1	719 	NP_001007340.1	719 
3541	XP_005996255.1	468 	NP_001013498.2	458 
3542	XP_005996257.1	569 	XP_021325264.1	569 
3543	XP_005996258.1	1484	XP_021325262.1	1516
3544	XP_005996264.2	125 	NP_001093560.1	125 
3545	XP_005996267.1	1023	NP_001307332.1	998 
3546	XP_005996270.1	344 	NP_957099.1	344 
3547	XP_005996274.1	1100	XP_009296194.1	1071
3548	XP_005996275.1	125 	XP_001923893.1	125 
3549	XP_005996278.1	164 	NP_001070053.1	159 
3550	XP_005996280.1	305 	NP_571710.1	286 
3551	XP_005996281.1	166 	NP_001296288.1	166 
3552	XP_005996282.1	171 	NP_001077021.1	171 
3553	XP_005996284.1	479 	NP_571100.1	479 
3554	XP_005996285.1	899 	NP_001071190.1	837 
3555	XP_005996290.1	784 	NP_958487.1	766 
3556	XP_005996294.1	664 	NP_001008650.2	663 
3557	XP_005996298.1	332 	NP_571366.1	339 
3558	XP_005996301.1	708 	NP_571088.2	719 
3559	XP_005996302.1	501 	NP_956633.1	491 
3560	XP_005996305.2	621 	XP_005173476.4	635 
3561	XP_005996308.1	687 	XP_005156380.1	706 
3562	XP_005996309.1	1098	NP_001004599.2	1098
3563	XP_005996310.1	380 	XP_005156392.1	380 
3564	XP_005996311.1	337 	XP_009305063.1	337 
3565	XP_005996312.1	325 	XP_017213960.1	325 
3566	XP_005996324.1	883 	NP_571334.1	883 
3567	XP_005996340.1	367 	NP_001008594.1	368 
3568	XP_005996343.1	218 	NP_001070771.1	218 
3569	XP_005996344.1	2601	XP_003201252.2	2261
3570	XP_005996349.1	219 	NP_001006040.1	222 
3571	XP_005996350.1	1240	XP_005162266.1	1257
3572	XP_005996351.1	280 	NP_001004649.1	280 
3573	XP_005996354.1	853 	NP_997904.1	896 
3574	XP_005996356.1	186 	NP_001025247.1	192 
3575	XP_005996358.2	330 	NP_001230093.1	320 
3576	XP_005996362.1	193 	NP_001034446.1	185 
3577	XP_005996363.1	473 	NP_001092210.1	475 
3578	XP_005996367.1	127 	NP_001028762.1	136 
3579	XP_005996373.1	1228	XP_005172966.2	1201
3580	XP_005996374.1	697 	NP_571943.1	697 
3581	XP_005996375.1	677 	NP_956136.1	677 
3582	XP_005996379.1	1152	XP_005167104.1	1172
3583	XP_005996384.1	600 	XP_005170493.1	563 
3584	XP_005996385.1	224 	NP_956262.1	224 
3585	XP_005996387.1	687 	NP_001017839.1	722 
3586	XP_005996389.1	421 	NP_001003564.1	421 
3587	XP_005996390.1	1265	XP_683585.5	1277
3588	XP_005996391.1	477 	NP_998514.1	477 
3589	XP_005996395.1	513 	XP_021328062.1	523 
3590	XP_005996398.1	300 	NP_001074116.1	308 
3591	XP_005996404.1	1324	XP_017213803.2	1323
3592	XP_005996412.1	388 	NP_001018609.2	389 
3593	XP_005996413.1	498 	NP_956353.1	498 
3594	XP_005996414.1	721 	NP_694507.1	721 
3595	XP_005996417.2	1026	XP_009290868.1	1018
3596	XP_005996418.1	621 	XP_005173704.1	621 
3597	XP_005996420.1	1323	XP_009301597.1	1329
3598	XP_005996421.1	748 	NP_001313625.1	729 
3599	XP_005996423.1	255 	NP_001017874.1	255 
3600	XP_005996426.1	212 	XP_005159170.1	216 
3601	XP_005996430.1	2085	XP_005159187.1	2097
3602	XP_005996434.1	481 	XP_005159144.1	461 
3603	XP_005996435.1	352 	XP_005159137.1	352 
3604	XP_005996445.1	1094	NP_956140.1	1095
3605	XP_005996446.1	379 	NP_001315515.1	413 
3606	XP_005996447.1	1382	XP_005172655.1	1420
3607	XP_005996451.1	297 	NP_001108179.1	328 
3608	XP_005996459.1	943 	XP_021334829.1	929 
3609	XP_005996463.1	432 	XP_017211718.1	434 
3610	XP_005996468.1	304 	NP_001035134.1	304 
3611	XP_005996469.1	662 	XP_700468.5	662 
3612	XP_005996476.2	322 	XP_009303412.1	322 
3613	XP_005996478.1	377 	XP_005161259.1	377 
3614	XP_005996479.1	368 	NP_956331.1	368 
3615	XP_005996480.2	66.6	XP_017208335.1	66.6
3616	XP_005996481.1	517 	NP_001007371.1	517 
3617	XP_005996482.1	334 	NP_998695.1	334 
3618	XP_005996485.1	1023	NP_001107057.1	1023
3619	XP_005996489.1	1045	NP_001002313.1	1027
3620	XP_005996498.1	118 	NP_956317.1	118 
3621	XP_005996501.1	1271	NP_001004503.1	1284
3622	XP_005996505.1	641 	NP_001004502.2	641 
3623	XP_005996510.1	324 	NP_001002671.1	324 
3624	XP_005996512.1	1207	XP_009289666.1	1208
3625	XP_005996513.1	304 	XP_002664563.1	342 
3626	XP_005996528.1	538 	XP_001343355.1	538 
3627	XP_005996529.1	328 	NP_001001729.1	329 
3628	XP_005996531.1	1357	XP_005159264.2	1358
3629	XP_005996534.1	314 	XP_021321982.1	313 
3630	XP_005996536.1	348 	XP_001921964.1	367 
3631	XP_005996541.1	288 	NP_956668.1	288 
3632	XP_005996542.1	166 	NP_001070218.1	170 
3633	XP_005996543.1	252 	XP_005158218.1	261 
3634	XP_005996544.1	511 	NP_571271.1	511 
3635	XP_005996545.1	470 	XP_009290675.1	441 
3636	XP_005996546.1	185 	NP_001002337.1	188 
3637	XP_005996547.2	138 	NP_001317187.1	141 
3638	XP_005996548.1	381 	XP_689987.3	387 
3639	XP_005996549.1	565 	NP_001315132.1	552 
3640	XP_005996559.1	719 	XP_005169811.1	716 
3641	XP_005996562.1	199 	NP_998197.1	199 
3642	XP_005996569.1	655 	XP_021323675.1	644 
3643	XP_005996571.1	630 	NP_956217.2	630 
3644	XP_005996577.1	506 	NP_001038465.1	509 
3645	XP_005996578.1	493 	NP_775386.1	493 
3646	XP_005996579.2	969 	NP_001096589.2	969 
3647	XP_005996582.1	1288	NP_001139254.1	1184
3648	XP_005996583.1	994 	NP_956384.1	994 
3649	XP_005996585.1	362 	NP_001035462.1	362 
3650	XP_005996587.1	661 	XP_017213149.1	663 
3651	XP_005996590.1	763 	NP_571704.1	762 
3652	XP_005996591.1	427 	NP_001280106.1	427 
3653	XP_005996592.1	536 	NP_001005301.1	536 
3654	XP_005996601.1	556 	NP_001014338.1	556 
3655	XP_005996608.1	871 	NP_001315145.1	897 
3656	XP_005996609.1	654 	XP_005167953.1	654 
3657	XP_005996613.1	355 	NP_956118.1	355 
3658	XP_005996615.1	547 	XP_017212640.1	540 
3659	XP_005996617.1	694 	XP_005163865.2	682 
3660	XP_005996626.1	1396	XP_005172541.1	1382
3661	XP_005996627.1	1072	NP_001071210.2	1072
3662	XP_005996628.1	838 	NP_001107084.1	823 
3663	XP_005996630.1	1420	XP_009302552.1	1399
3664	XP_005996637.1	773 	XP_009304564.1	773 
3665	XP_005996641.1	353 	XP_005167356.1	353 
3666	XP_005996646.1	946 	NP_571010.2	1004
3667	XP_005996648.1	58.2	XP_021327707.1	57.8
3668	XP_005996649.1	509 	XP_021335521.1	483 
3669	XP_005996651.1	121 	NP_991182.1	136 
3670	XP_005996652.1	894 	XP_005162239.1	894 
3671	XP_005996654.1	183 	NP_001032766.1	183 
3672	XP_005996655.1	122 	XP_005155971.1	124 
3673	XP_005996657.1	86.7	NP_001122213.1	81.6
3674	XP_005996662.1	490 	XP_017211888.1	490 
3675	XP_005996671.1	785 	XP_005160069.1	829 
3676	XP_005996673.1	152 	NP_001038767.1	137 
3677	XP_005996674.1	259 	XP_005169669.1	259 
3678	XP_005996675.1	326 	NP_001155979.1	328 
3679	XP_005996677.1	87.8	NP_001268977.1	87.8
3680	XP_005996678.1	111 	NP_001314974.1	112 
3681	XP_005996680.1	636 	XP_005159887.1	647 
3682	XP_005996681.1	576 	NP_954689.1	588 
3683	XP_005996687.1	520 	XP_700794.1	515 
3684	XP_005996693.1	360 	XP_005169666.1	360 
3685	XP_005996697.1	456 	NP_001020689.1	445 
3686	XP_005996698.1	529 	XP_005162019.1	343 
3687	XP_005996699.1	160 	NP_957485.1	160 
3688	XP_005996700.1	503 	NP_571310.2	451 
3689	XP_005996712.1	133 	NP_001018875.2	133 
3690	XP_005996715.1	213 	XP_009303957.1	213 
3691	XP_005996719.1	548 	XP_009303960.1	553 
3692	XP_005996721.1	479 	NP_997981.1	479 
3693	XP_005996723.2	764 	XP_001332652.5	810 
3694	XP_005996725.1	293 	XP_684430.1	276 
3695	XP_005996727.1	329 	NP_001232924.1	293 
3696	XP_005996728.1	412 	XP_021336598.1	434 
3697	XP_005996738.1	184 	NP_001002150.1	176 
3698	XP_005996739.1	290 	NP_997816.1	290 
3699	XP_005996741.1	1532	XP_005163051.1	1510
3700	XP_005996744.1	1021	NP_001035426.1	1021
3701	XP_005996755.1	454 	NP_956826.1	472 
3702	XP_005996756.1	289 	NP_956452.1	278 
3703	XP_005996758.1	412 	NP_001076290.1	412 
3704	XP_005996760.1	399 	XP_002661358.1	394 
3705	XP_005996762.1	698 	NP_997803.1	698 
3706	XP_005996766.1	462 	XP_021327254.1	462 
3707	XP_005996771.1	802 	XP_021336930.1	838 
3708	XP_005996772.2	295 	NP_998542.1	295 
3709	XP_005996773.1	191 	NP_571637.1	191 
3710	XP_005996775.1	479 	NP_001005600.1	479 
3711	XP_005996777.1	955 	XP_009295917.2	947 
3712	XP_005996806.1	1237	NP_001289168.1	1228
3713	XP_005996807.1	136 	NP_001138561.1	136 
3714	XP_005996808.1	639 	NP_001018532.1	603 
3715	XP_005996809.1	1127	XP_021323647.1	1109
3716	XP_005996811.1	85.9	XP_021329058.1	85.9
3717	XP_005996813.2	1123	XP_017206710.1	1149
3718	XP_005996814.1	504 	NP_001017890.1	504 
3719	XP_005996817.1	952 	XP_001920242.3	872 
3720	XP_005996821.1	301 	NP_001017600.1	301 
3721	XP_005996823.1	993 	NP_001335117.1	999 
3722	XP_005996825.1	2164	XP_017207394.1	2175
3723	XP_005996827.1	720 	NP_001265768.1	720 
3724	XP_005996834.1	548 	NP_998612.1	548 
3725	XP_005996836.1	218 	NP_001243122.1	235 
3726	XP_005996845.2	792 	NP_001104670.1	793 
3727	XP_005996846.1	267 	NP_001076538.2	236 
3728	XP_005996847.1	1132	NP_001071203.1	1121
3729	XP_005996851.1	177 	XP_009292286.1	177 
3730	XP_005996863.1	502 	XP_021324390.1	502 
3731	XP_005996864.1	243 	NP_957033.1	243 
3732	XP_005996871.1	825 	NP_001013541.1	838 
3733	XP_005996872.1	540 	NP_001036790.1	558 
3734	XP_005996874.1	196 	XP_005173741.1	218 
3735	XP_005996875.1	276 	XP_021323384.1	281 
3736	XP_005996877.1	540 	NP_991268.1	533 
3737	XP_005996879.1	350 	NP_001153628.1	340 
3738	XP_005996880.1	173 	NP_001338627.1	172 
3739	XP_005996883.1	667 	XP_691817.1	667 
3740	XP_005996884.1	43.9	XP_021323395.1	58.5
3741	XP_005996886.1	221 	XP_005169583.1	238 
3742	XP_005996890.1	551 	NP_001104634.1	551 
3743	XP_005996893.1	659 	NP_001139180.1	661 
3744	XP_005996894.1	1125	NP_001289160.1	1141
3745	XP_005996895.1	1172	XP_021331599.1	1194
3746	XP_005996896.1	155 	NP_998047.1	129 
3747	XP_005996897.1	1176	XP_021334058.1	1170
3748	XP_005996898.1	226 	NP_001018606.1	226 
3749	XP_005996899.1	761 	NP_001002120.1	763 
3750	XP_005996902.1	626 	NP_571365.2	570 
3751	XP_005996906.2	392 	NP_001003784.2	441 
3752	XP_005996909.1	1659	XP_021332389.1	1681
3753	XP_005996910.1	459 	XP_005161452.1	459 
3754	XP_005996914.1	376 	XP_021336635.1	391 
3755	XP_005996915.1	270 	NP_001003539.1	270 
3756	XP_005996917.1	820 	XP_005173160.1	820 
3757	XP_005996919.1	816 	NP_001243179.1	822 
3758	XP_005996920.1	710 	XP_009293962.1	774 
3759	XP_005996925.1	1746	XP_009292601.2	1791
3760	XP_005996929.1	338 	NP_001243119.1	348 
3761	XP_005996934.1	537 	NP_957135.1	537 
3762	XP_005996937.1	599 	XP_688502.5	606 
3763	XP_005996938.1	514 	XP_021336350.1	507 
3764	XP_005996939.1	160 	XP_009292741.1	151 
3765	XP_005996942.1	331 	NP_997911.2	342 
3766	XP_005996943.1	502 	XP_694030.1	502 
3767	XP_005996944.2	392 	NP_001038927.2	390 
3768	XP_005996945.1	299 	XP_021334162.1	290 
3769	XP_005996950.2	210 	NP_001003538.1	205 
3770	XP_005996966.2	338 	NP_957386.1	339 
3771	XP_005996968.1	792 	NP_001003876.1	780 
3772	XP_005996969.1	399 	NP_001002134.1	393 
3773	XP_005996973.1	477 	NP_956033.2	477 
3774	XP_005996974.1	751 	NP_998537.1	751 
3775	XP_005996980.1	294 	NP_571404.1	294 
3776	XP_005996983.1	1442	NP_001070643.1	1442
3777	XP_005996986.1	1314	XP_017208463.1	1315
3778	XP_005996990.1	166 	NP_001108583.1	166 
3779	XP_005996991.1	595 	XP_017212090.1	616 
3780	XP_005996992.1	621 	XP_009303166.1	621 
3781	XP_005996993.1	619 	XP_005167951.1	619 
3782	XP_005996998.1	217 	NP_001017767.1	235 
3783	XP_005997000.1	166 	NP_001038831.1	178 
3784	XP_005997002.1	963 	XP_009304444.1	1038
3785	XP_005997004.1	362 	XP_009303150.1	360 
3786	XP_005997005.1	7395	XP_021336971.1	7382
3787	XP_005997014.1	122 	XP_017209466.1	122 
3788	XP_005997016.1	182 	XP_005162995.1	180 
3789	XP_005997017.1	409 	NP_001002148.1	409 
3790	XP_005997020.1	227 	XP_021329190.1	227 
3791	XP_005997022.1	767 	XP_021327174.1	767 
3792	XP_005997023.1	922 	XP_009302392.3	933 
3793	XP_005997025.1	659 	NP_001018145.2	673 
3794	XP_005997032.1	617 	XP_009298166.1	617 
3795	XP_005997033.1	294 	NP_001182055.1	294 
3796	XP_005997038.1	339 	XP_005159563.1	332 
3797	XP_005997041.1	380 	NP_001003494.1	380 
3798	XP_005997042.1	469 	NP_001313319.1	452 
3799	XP_005997048.1	363 	XP_005157706.1	363 
3800	XP_005997050.1	150 	XP_001338803.3	150 
3801	XP_005997051.1	859 	NP_001025400.2	855 
3802	XP_005997052.1	890 	XP_005157728.1	889 
3803	XP_005997054.1	465 	XP_009290046.1	461 
3804	XP_005997061.1	1321	XP_005160015.1	1321
3805	XP_005997064.1	567 	NP_001032774.1	567 
3806	XP_005997065.1	194 	XP_017213175.1	194 
3807	XP_005997066.1	2201	XP_001920958.3	2179
3808	XP_005997068.1	1250	XP_700746.4	1261
3809	XP_005997069.1	86.7	XP_703224.2	84.0
3810	XP_005997073.1	509 	NP_001025316.1	516 
3811	XP_005997076.1	1514	XP_021333243.1	1544
3812	XP_005997078.2	527 	XP_005160437.1	528 
3813	XP_005997083.1	709 	XP_009296015.1	718 
3814	XP_005997086.1	330 	XP_021333121.1	329 
3815	XP_005997104.1	889 	XP_683181.1	870 
3816	XP_005997111.1	232 	NP_001122170.1	211 
3817	XP_005997112.1	763 	NP_001019614.1	769 
3818	XP_005997113.1	334 	NP_001032461.1	315 
3819	XP_005997119.1	1435	XP_009301478.1	1413
3820	XP_005997125.1	1171	XP_017209809.1	1150
3821	XP_005997126.1	282 	NP_956280.1	281 
3822	XP_005997129.1	875 	XP_688721.3	887 
3823	XP_005997130.1	1449	NP_001166098.1	1483
3824	XP_005997131.1	473 	XP_005169032.1	473 
3825	XP_005997133.1	256 	NP_001124246.1	256 
3826	XP_005997134.1	957 	XP_692921.3	951 
3827	XP_005997139.1	1097	XP_697509.2	1115
3828	XP_005997144.1	514 	XP_001342844.2	479 
3829	XP_005997145.1	414 	NP_001013589.1	398 
3830	XP_005997148.1	141 	NP_001092249.1	141 
3831	XP_005997149.1	65.5	NP_001154959.1	65.5
3832	XP_005997152.1	638 	XP_021323705.1	643 
3833	XP_005997154.1	528 	XP_009292223.1	528 
3834	XP_005997157.1	220 	NP_998375.1	239 
3835	XP_005997158.1	391 	XP_691804.2	397 
3836	XP_005997159.1	163 	NP_001313544.1	163 
3837	XP_005997160.1	979 	NP_571566.1	965 
3838	XP_005997171.1	318 	NP_001013484.1	318 
3839	XP_005997172.1	51.6	NP_001248378.1	49.3
3840	XP_005997173.1	823 	NP_957171.1	807 
3841	XP_005997177.1	574 	NP_001002667.1	574 
3842	XP_005997179.1	489 	XP_009296986.1	489 
3843	XP_005997180.2	1369	XP_009296983.1	1370
3844	XP_005997181.1	425 	NP_571880.1	461 
3845	XP_005997183.1	233 	XP_021332006.1	248 
3846	XP_005997184.1	386 	NP_998687.1	396 
3847	XP_005997186.1	450 	XP_005173325.1	450 
3848	XP_005997187.1	1116	NP_001034893.1	1177
3849	XP_005997190.1	411 	XP_005173303.1	411 
3850	XP_005997191.1	411 	NP_998530.1	411 
3851	XP_005997192.1	420 	XP_005173302.1	420 
3852	XP_005997198.1	267 	NP_998122.1	267 
3853	XP_005997199.1	773 	NP_001007330.2	756 
3854	XP_005997200.1	449 	XP_692384.2	428 
3855	XP_005997201.1	1408	XP_021336872.1	1409
3856	XP_005997205.1	1463	XP_021336885.1	1488
3857	XP_005997209.1	858 	XP_021336887.1	857 
3858	XP_005997226.1	724 	XP_017211670.1	713 
3859	XP_005997232.1	731 	NP_998536.1	769 
3860	XP_005997234.1	301 	XP_021337090.1	326 
3861	XP_005997236.2	612 	XP_005157845.1	633 
3862	XP_005997239.1	605 	NP_001008599.1	605 
3863	XP_005997247.1	822 	XP_021333586.1	910 
3864	XP_005997248.1	506 	NP_001073512.1	531 
3865	XP_005997249.1	129 	XP_005159164.1	145 
3866	XP_005997250.1	238 	NP_957295.2	228 
3867	XP_005997252.1	976 	NP_001038537.2	973 
3868	XP_005997254.1	950 	XP_005159173.1	921 
3869	XP_005997255.1	1100	NP_001106943.1	1069
